@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {chainsaw,Axe,not}

@DATA
0.063559,0.002105,2.860053,0.148802,0.187644,0.520613,0.007622,0.082444,-34.722075,1.964090,-0.308217,0.185044,0.050482,-0.024424,-0.048610,-0.024335,-0.081425,0.027500,0.027061,0.056165,0.062016,0.011487,0.003641,0.050956,0.015381,0.026160,0.016223,0.077095,0.003002,0.007798,0.009808,0.026230,0.004801,0.029153,-0.000335,-0.000000,0.008150,-0.000402,0.000419,-0.007332,0.000054,-0.000387,0.000717,0.026952,0.008751,0.013383,0.003387,0.002809,-0.001014,0.007940,0.006905,0.000287,0.001869,0.002855,0.002256,0.000005,0.000030,0.001341,0.000373,-0.000320,-0.000219,0.000524,-0.000025,-0.000227,-0.000044,0.000352,0.000032,0.000068,0.035648,0.005992,0.441930,0.038689,0.024063,0.407880,0.009913,0.080437,5.405051,0.839216,0.510425,0.319230,0.328854,0.244112,0.237135,0.235357,0.232904,0.228798,0.198995,0.177039,0.152782,0.009754,0.002891,0.036529,0.014394,0.018872,0.015673,0.066456,0.003026,0.007383,0.007506,0.019711,0.003918,0.017045,0.035243,0.006662,0.568203,0.041837,0.027116,0.440947,0.013553,0.088765,3.562618,0.925472,0.499939,0.384075,0.394999,0.328842,0.317361,0.285735,0.297560,0.288368,0.266298,0.246460,0.217085,0.012025,0.003911,0.048619,0.017272,0.023964,0.020585,0.075079,0.004065,0.010405,0.010163,0.023523,0.005353,0.019539,Axe
0.077605,0.001545,2.801762,0.163977,0.184464,0.736322,0.008793,0.112653,-34.418617,1.174865,-0.538523,0.173124,0.184222,0.197908,-0.008212,0.087911,0.041691,0.087107,0.086595,0.015524,0.105690,0.006657,0.004052,0.027300,0.006990,0.023559,0.009326,0.060580,0.004586,0.005538,0.008635,0.046674,0.005529,0.024385,0.000292,0.000000,-0.001290,0.001249,0.002623,-0.006330,0.000087,0.000332,0.126396,0.034824,-0.020851,0.004641,0.001908,0.002551,0.004238,0.001356,0.001371,0.005295,0.002377,-0.000211,-0.001205,0.000048,0.000109,0.000394,0.000069,-0.001568,0.000262,0.000185,0.000063,0.000057,0.000373,0.000220,0.000039,-0.000460,0.037567,0.004990,0.531018,0.040076,0.028678,0.448204,0.017198,0.086546,5.526976,0.721975,0.440638,0.299557,0.218272,0.261162,0.181649,0.210728,0.193226,0.176231,0.208727,0.252599,0.146172,0.004977,0.002977,0.016974,0.004818,0.028455,0.006741,0.056056,0.004640,0.003708,0.007058,0.045883,0.004651,0.016526,0.034758,0.006516,0.668598,0.040288,0.033279,0.528002,0.020288,0.119975,3.926228,0.919334,0.500594,0.425921,0.280555,0.332057,0.226095,0.270451,0.262050,0.228226,0.282184,0.332051,0.185476,0.007555,0.004366,0.022218,0.006290,0.033378,0.006987,0.071507,0.006703,0.005431,0.009357,0.061095,0.006580,0.020517,Axe
0.113650,0.001458,2.987341,0.189225,0.204563,0.882163,0.007407,0.159424,-34.947306,1.018179,-0.329184,0.122959,-0.159018,-0.037505,-0.045974,0.214063,0.043153,-0.019347,-0.047190,0.063901,0.058971,0.010079,0.007218,0.028190,0.014410,0.025590,0.008672,0.029613,0.003022,0.005773,0.009622,0.018921,0.006289,0.014553,0.000558,0.000000,-0.000711,0.000878,0.000978,0.004292,0.000011,0.000617,0.069451,0.002814,-0.003546,-0.001320,-0.002746,-0.001791,0.001361,0.001854,0.001242,0.000491,-0.000185,0.002265,0.002609,0.000059,0.000054,0.000042,0.000022,-0.000756,0.000007,0.000103,0.000069,0.000078,0.000019,0.000026,0.000044,-0.000203,0.041984,0.004946,0.439184,0.038445,0.021128,0.406376,0.021285,0.112562,3.335465,0.611560,0.407776,0.292320,0.272974,0.214047,0.230314,0.252257,0.202963,0.176259,0.160965,0.157360,0.168431,0.006854,0.005880,0.018519,0.015947,0.018490,0.006848,0.020259,0.002592,0.004866,0.006402,0.013145,0.004365,0.007785,0.038699,0.006124,0.551577,0.037911,0.020870,0.418402,0.030466,0.127719,2.555058,0.626172,0.424134,0.319614,0.323796,0.282864,0.268156,0.277523,0.243687,0.219674,0.226232,0.216004,0.222168,0.008090,0.007937,0.023145,0.018700,0.020182,0.008152,0.026853,0.003611,0.006424,0.009075,0.018438,0.005991,0.008594,Axe
0.030120,0.001421,2.925786,0.110884,0.160413,0.225058,0.007343,0.039755,-28.536618,1.646034,0.257565,1.035796,0.331289,0.390444,0.190326,0.240713,0.480652,0.131785,0.188914,0.003070,-0.000433,0.004794,0.001228,0.042069,0.003370,0.074236,0.001730,0.109808,0.000770,0.001420,0.007999,0.029306,0.001923,0.037243,0.000104,0.000004,-0.000593,0.000442,0.000684,-0.000145,0.000019,0.000186,0.110765,0.006982,0.000953,0.005536,0.001686,0.001878,0.000920,0.002419,0.002156,0.000357,0.000412,-0.000330,0.000567,0.000010,0.000004,0.000173,0.000022,-0.000402,0.000009,0.000556,0.000006,0.000008,0.000017,0.000299,0.000012,-0.000044,0.017167,0.002637,0.328243,0.036309,0.031493,0.303346,0.011471,0.056639,1.352730,0.371864,0.181977,0.205049,0.182242,0.139506,0.171708,0.193014,0.179208,0.157157,0.159700,0.125462,0.147791,0.002893,0.000928,0.026186,0.003298,0.035127,0.001430,0.034085,0.000875,0.001012,0.005971,0.020326,0.001526,0.008386,0.017684,0.003730,0.463035,0.036083,0.038426,0.377458,0.016430,0.071709,1.584585,0.544573,0.240783,0.256901,0.239060,0.193569,0.257162,0.269502,0.233018,0.225417,0.215349,0.173872,0.200197,0.003915,0.001204,0.038817,0.004884,0.040259,0.001921,0.043314,0.001199,0.001405,0.007872,0.035322,0.002112,0.010737,Axe
0.027412,0.000832,2.955052,0.101217,0.152531,0.237719,0.007949,0.033090,-32.457405,1.282034,0.238075,0.928479,0.604321,0.280726,0.249114,0.269788,0.233797,0.167172,0.170732,0.091790,0.074124,0.003151,0.000842,0.067042,0.001909,0.020675,0.001067,0.153487,0.000549,0.000841,0.006439,0.093065,0.000816,0.057752,-0.000129,0.000002,-0.001424,-0.000290,-0.000012,-0.000883,0.000037,0.000018,0.012759,0.008914,0.005701,0.001442,-0.001485,0.002536,0.001310,-0.000860,-0.003066,-0.000741,-0.000428,-0.001465,-0.001978,0.000013,-0.000001,0.000122,-0.000001,0.000036,-0.000001,0.000687,-0.000000,0.000000,0.000116,-0.000847,-0.000002,0.000055,0.015014,0.002635,0.190863,0.020354,0.031022,0.192240,0.004882,0.034177,1.779407,0.573073,0.327062,0.250280,0.211478,0.204950,0.172253,0.165993,0.171447,0.168159,0.148110,0.154363,0.150465,0.004184,0.000875,0.046383,0.002449,0.014780,0.001055,0.080547,0.000514,0.000928,0.006439,0.053576,0.000717,0.016566,0.012997,0.003491,0.239531,0.021920,0.036463,0.185909,0.006717,0.037649,1.765984,0.597708,0.325210,0.285293,0.274179,0.257001,0.235652,0.210146,0.210096,0.209105,0.200548,0.184719,0.219323,0.004698,0.001042,0.060848,0.003175,0.019406,0.001345,0.089653,0.000672,0.001204,0.007314,0.058377,0.000851,0.017552,Axe
0.062804,0.001298,2.961846,0.133018,0.154388,0.655033,0.007228,0.093943,-34.157283,0.934430,0.863610,0.873923,0.662203,0.185544,0.002207,-0.001085,0.006212,0.010598,-0.073559,-0.119438,-0.044053,0.017902,0.001763,0.076930,0.006479,0.019018,0.002958,0.080138,0.001121,0.001726,0.010421,0.040564,0.002228,0.035761,0.000404,-0.000000,0.000632,0.000018,-0.000276,0.003854,0.000010,0.000395,0.002577,-0.008453,-0.003073,0.001005,-0.000506,-0.001474,-0.001980,-0.003531,-0.000936,-0.001408,-0.000501,0.000968,-0.000847,-0.000020,0.000016,-0.000112,0.000022,-0.000013,0.000006,-0.000866,0.000017,0.000020,-0.000002,-0.000622,0.000017,-0.000277,0.028170,0.004606,0.353708,0.022881,0.024373,0.353328,0.005279,0.056657,2.445524,0.713496,0.355926,0.328457,0.267793,0.254356,0.203769,0.204636,0.174019,0.197134,0.169810,0.160109,0.192899,0.020046,0.001817,0.058582,0.006508,0.015160,0.002772,0.057403,0.001038,0.001715,0.010503,0.030995,0.002314,0.016577,0.025736,0.005607,0.469208,0.025146,0.031222,0.367798,0.006084,0.059754,1.949630,0.736505,0.347259,0.380203,0.313958,0.264450,0.240625,0.214585,0.204951,0.235495,0.218615,0.209601,0.233212,0.020989,0.002011,0.075991,0.008384,0.020670,0.003494,0.063533,0.001378,0.002146,0.013702,0.041593,0.002630,0.018639,Axe
0.060540,0.001887,2.877703,0.149339,0.194013,0.489743,0.005690,0.043938,-37.518387,2.018098,0.099258,0.213637,0.164766,0.281159,0.145607,0.161532,0.178017,0.057974,-0.014355,0.085407,-0.033730,0.018057,0.004713,0.059241,0.006286,0.032669,0.006956,0.051266,0.001992,0.004113,0.023631,0.030321,0.006989,0.025906,-0.000120,0.000014,-0.005201,-0.000229,-0.000054,-0.001249,0.000061,-0.000027,0.050337,0.008825,-0.001412,-0.003814,-0.002653,-0.002319,-0.000454,-0.000580,-0.001939,0.000197,0.000157,-0.003219,-0.001160,0.000289,0.000139,-0.000524,-0.000025,-0.000230,0.000011,-0.000053,0.000007,-0.000006,-0.000024,0.000114,0.000152,-0.000060,0.022358,0.006669,0.513904,0.031481,0.024949,0.257808,0.005300,0.029200,4.700721,0.539423,0.321904,0.334493,0.437557,0.254373,0.194396,0.216366,0.171777,0.172115,0.159227,0.156793,0.152789,0.014374,0.005126,0.044873,0.004368,0.022108,0.005914,0.035457,0.001802,0.002952,0.015944,0.018790,0.008699,0.009657,0.021493,0.009540,0.586696,0.032005,0.032943,0.251150,0.006017,0.033962,4.786448,0.519830,0.415162,0.425560,0.526135,0.323137,0.269013,0.330636,0.236317,0.233799,0.214893,0.218756,0.213672,0.019578,0.006684,0.060425,0.006003,0.026230,0.007757,0.043924,0.002461,0.004419,0.020782,0.025607,0.010384,0.013647,Axe
0.131393,0.001040,2.927123,0.171195,0.149107,1.282902,0.004195,0.203947,-35.427266,0.285514,0.464181,0.467804,0.240396,-0.038522,-0.051243,-0.002378,0.163827,0.142670,-0.080318,-0.123365,0.007742,0.008311,0.003491,0.037624,0.004037,0.007547,0.003587,0.019916,0.002368,0.003295,0.011420,0.012252,0.003539,0.012964,0.000256,-0.000001,0.002401,-0.000130,-0.000299,0.002831,0.000017,0.000703,-0.036415,-0.008125,-0.002721,0.000576,-0.001254,-0.001600,-0.002118,-0.000314,0.000728,-0.000241,-0.000749,-0.001062,0.000223,-0.000032,0.000023,-0.000713,-0.000021,-0.000214,-0.000006,-0.000326,0.000023,0.000012,0.000244,-0.000043,0.000028,-0.000127,0.047297,0.003282,0.485378,0.029297,0.019622,0.460927,0.005875,0.084340,3.644247,0.865201,0.612196,0.375688,0.337301,0.286991,0.293352,0.292608,0.215042,0.197731,0.198238,0.199673,0.183223,0.006635,0.003172,0.056468,0.003250,0.006615,0.002982,0.017492,0.002338,0.002435,0.011785,0.009768,0.003188,0.015155,0.036018,0.003964,0.631890,0.030052,0.023717,0.422439,0.007302,0.076267,2.333341,0.971333,0.597274,0.420052,0.370612,0.319502,0.295434,0.280632,0.263292,0.236623,0.256333,0.227985,0.230141,0.008398,0.003813,0.043396,0.004298,0.007622,0.004082,0.018678,0.003043,0.003117,0.014812,0.012535,0.004355,0.012115,Axe
0.025653,0.001825,3.160929,0.091213,0.153598,0.119157,0.003714,0.036279,-28.698466,2.858760,-0.399257,0.185372,-0.527312,0.074605,-0.023385,0.371804,0.315901,0.147621,0.052567,0.195553,0.195190,0.027858,0.004872,0.100468,0.008870,0.005908,0.005671,0.026841,0.001188,0.011163,0.007034,0.011753,0.032218,0.029828,0.000052,-0.000004,0.000020,0.000116,-0.000036,0.000323,0.000011,0.000014,-0.009271,-0.004395,0.001606,0.000191,0.000756,0.003567,-0.000504,0.001256,0.001045,0.002631,0.002004,-0.000630,-0.000548,-0.000170,0.000003,0.000301,0.000025,0.000001,-0.000012,-0.000026,0.000005,-0.000105,0.000034,0.000018,0.000037,0.000080,0.010703,0.004085,0.159092,0.026917,0.029890,0.133817,0.002172,0.020093,1.404842,0.391954,0.186739,0.254962,0.223714,0.165783,0.170537,0.184816,0.150075,0.153093,0.149113,0.137334,0.131673,0.010325,0.004925,0.034247,0.004839,0.003482,0.003622,0.009975,0.001281,0.005669,0.005035,0.007577,0.014335,0.008165,0.008567,0.005229,0.204518,0.028347,0.036583,0.126914,0.002959,0.020586,1.189378,0.356167,0.230811,0.250006,0.241183,0.202759,0.215903,0.222638,0.180716,0.198906,0.178760,0.175813,0.174764,0.012530,0.006622,0.039682,0.006689,0.004475,0.004131,0.009901,0.001456,0.006291,0.006577,0.010114,0.015512,0.009208,Axe
0.107205,0.001391,2.976822,0.167947,0.164947,1.078283,0.004808,0.170444,-32.123902,0.601559,-0.695848,-0.124177,-0.155561,-0.165840,-0.060534,0.044927,-0.052339,0.024843,-0.002709,0.126915,0.011595,0.008882,0.007957,0.011115,0.008540,0.011656,0.011454,0.012008,0.005872,0.008571,0.009377,0.009010,0.006878,0.005653,-0.001111,-0.000000,-0.117047,-0.000238,0.000787,-0.012883,0.000044,-0.002102,0.010662,0.042642,0.023284,0.008969,-0.006526,-0.010526,-0.026031,0.000192,0.003538,0.002404,-0.002200,0.005410,0.006191,0.000132,0.000066,0.000434,0.000246,-0.001370,0.000191,0.000623,-0.000175,0.000448,0.000195,0.000444,0.000347,-0.000315,0.017871,0.005372,0.549649,0.021241,0.019408,0.224089,0.012855,0.038884,2.987501,0.508184,0.273318,0.232650,0.208451,0.162083,0.194410,0.148202,0.177910,0.144750,0.159971,0.147679,0.138353,0.004971,0.004748,0.005929,0.004797,0.009876,0.007238,0.005806,0.003824,0.004982,0.005242,0.005178,0.004199,0.002642,0.019296,0.007624,0.670303,0.026005,0.021740,0.242212,0.018445,0.040381,2.501254,0.435164,0.320814,0.301191,0.253709,0.216152,0.240249,0.212722,0.239314,0.212629,0.234908,0.199060,0.194156,0.006940,0.007133,0.007298,0.006768,0.010264,0.009826,0.007574,0.005338,0.006185,0.006797,0.006592,0.005726,0.002573,Axe
0.111100,0.000558,3.108989,0.194766,0.194197,0.990169,0.002307,0.143761,-35.317231,1.362397,0.020195,0.201386,0.275047,0.117816,0.133341,0.071852,0.081244,-0.003800,-0.019122,0.009180,0.056359,0.010594,0.003416,0.041601,0.007321,0.021560,0.005817,0.040010,0.002472,0.004360,0.012450,0.043076,0.004092,0.020550,-0.000048,-0.000000,0.001515,0.000094,0.000073,-0.000293,0.000020,-0.000077,-0.003718,0.000099,0.001659,0.001068,0.000371,0.000349,-0.000232,0.000578,-0.000738,-0.000591,0.000244,0.000137,-0.000104,-0.000004,-0.000019,-0.000351,-0.000084,-0.000077,0.000088,-0.000456,-0.000003,0.000019,0.000133,0.000660,-0.000013,0.000052,0.018789,0.002186,0.289608,0.015717,0.023297,0.301385,0.000729,0.053006,2.412585,0.638024,0.363484,0.257754,0.229661,0.224177,0.176327,0.179961,0.176572,0.174383,0.145999,0.159826,0.149259,0.008236,0.002337,0.030644,0.004473,0.015362,0.004292,0.030334,0.001975,0.002874,0.007908,0.036100,0.003183,0.010028,0.019873,0.003080,0.369683,0.013554,0.015945,0.292780,0.000938,0.049552,1.677287,0.556598,0.372925,0.317422,0.250417,0.233334,0.216245,0.205720,0.215818,0.208610,0.206690,0.209800,0.204799,0.011513,0.003065,0.040442,0.006066,0.018157,0.005972,0.037933,0.002555,0.003746,0.010276,0.044652,0.004067,0.008919,Axe
0.123995,0.003494,2.623441,0.209248,0.182746,1.398376,0.005368,0.236034,-31.681391,0.587056,0.119556,0.183787,0.323276,0.037861,0.080950,0.080702,0.004143,0.085655,0.088550,-0.040430,0.095440,0.007872,0.004564,0.028413,0.006391,0.012447,0.005124,0.030640,0.002721,0.003822,0.008014,0.019517,0.003843,0.012666,0.000383,0.000001,-0.002072,0.000598,0.000673,0.000639,0.000017,0.000490,0.104731,0.002460,-0.006447,0.000545,0.004599,-0.000180,-0.002246,0.000822,-0.000060,-0.000818,-0.000596,0.001124,0.000525,0.000043,0.000108,0.000012,0.000035,-0.000815,0.000021,0.000035,0.000008,0.000025,0.000054,0.000092,0.000046,-0.000201,0.025059,0.010813,0.661846,0.038079,0.021653,0.419855,0.014118,0.101707,3.517855,0.843041,0.591493,0.352615,0.267812,0.257923,0.206329,0.195762,0.207673,0.176717,0.175368,0.174083,0.165556,0.006021,0.004214,0.022662,0.004062,0.011812,0.003795,0.031224,0.002196,0.002823,0.006324,0.020338,0.002814,0.010343,0.028245,0.014998,0.883520,0.047432,0.025114,0.573203,0.020417,0.138688,3.737342,1.081449,0.666251,0.414528,0.310157,0.341942,0.291956,0.264872,0.273389,0.238350,0.251143,0.238924,0.229388,0.008528,0.004818,0.027728,0.005705,0.015388,0.005178,0.040213,0.002844,0.003636,0.008708,0.025937,0.003999,0.011940,Axe
0.144782,0.000401,3.115702,0.204500,0.181377,1.377808,0.001751,0.246534,-32.662748,0.554027,-1.035109,-0.504199,-0.414511,-0.247877,-0.131972,-0.204070,-0.196671,-0.139048,-0.108282,-0.054608,-0.011252,0.008719,0.006558,0.008650,0.009856,0.009597,0.011632,0.012187,0.007049,0.007361,0.007541,0.008831,0.008491,0.006028,-0.000138,-0.000000,-0.000151,-0.000083,0.000033,-0.001551,0.000009,-0.000594,-0.005236,-0.000044,-0.000799,-0.000556,0.001148,-0.000212,-0.000150,-0.001510,-0.001425,-0.000471,0.001012,0.002683,0.000163,-0.000044,-0.000040,0.000012,0.000005,0.000030,0.000022,0.000095,0.000067,0.000029,-0.000010,0.000076,-0.000066,0.000011,0.030297,0.001435,0.330262,0.022217,0.013334,0.348865,0.000431,0.071934,1.440849,0.335346,0.284829,0.230159,0.184496,0.188248,0.175107,0.181844,0.180452,0.160040,0.157528,0.142176,0.142191,0.005765,0.005124,0.005228,0.006666,0.005983,0.007821,0.010765,0.005842,0.004658,0.004705,0.005320,0.005793,0.003282,0.031135,0.001877,0.422525,0.023061,0.013779,0.380436,0.000496,0.082891,1.447960,0.367096,0.337769,0.281604,0.252316,0.258041,0.217631,0.231893,0.244441,0.209545,0.217232,0.196026,0.200703,0.007692,0.006781,0.007523,0.008538,0.007714,0.010068,0.014242,0.008152,0.006465,0.006222,0.007342,0.008470,0.004088,Axe
0.053165,0.001367,3.077326,0.123656,0.164742,0.395863,0.005278,0.070975,-32.828544,1.292058,-0.658595,0.103030,0.017128,0.055684,-0.135869,0.019552,-0.074992,0.016251,-0.025831,0.074361,-0.025706,0.011523,0.006834,0.031535,0.010505,0.011542,0.010159,0.064112,0.006885,0.009101,0.010469,0.029877,0.007549,0.021964,0.000088,0.000000,-0.000004,0.000013,-0.000061,0.001424,0.000010,0.000200,0.007407,-0.001730,0.002740,0.000972,0.000665,-0.001745,0.000606,0.001022,-0.000891,-0.000855,-0.002307,0.000003,0.001072,0.000005,0.000083,-0.000223,0.000172,0.000073,-0.000061,-0.000118,0.000064,0.000012,0.000000,-0.000038,-0.000001,-0.000041,0.018303,0.003873,0.360964,0.018637,0.017899,0.235623,0.005104,0.036824,2.304353,0.404021,0.500400,0.308771,0.287024,0.217531,0.227825,0.209608,0.184727,0.180025,0.151761,0.167993,0.145608,0.008297,0.005349,0.030479,0.007656,0.006752,0.008430,0.079342,0.007564,0.008179,0.007565,0.032476,0.005906,0.022904,0.017197,0.003932,0.499295,0.019394,0.020433,0.271261,0.005083,0.040105,1.885894,0.503170,0.354854,0.255714,0.253358,0.266782,0.236613,0.224097,0.199527,0.219755,0.195968,0.208891,0.188439,0.010926,0.006536,0.035666,0.009608,0.009319,0.009768,0.066027,0.009608,0.009902,0.009228,0.034819,0.007702,0.015972,Axe
0.112076,0.000763,2.891900,0.195746,0.184911,1.074274,0.006136,0.174406,-32.902848,0.840099,0.384660,-0.197709,0.302446,0.037355,0.090164,0.321252,0.017359,0.247792,0.030160,0.151519,0.079354,0.003015,0.001798,0.062929,0.003274,0.019354,0.002950,0.094207,0.002182,0.002593,0.003423,0.018160,0.002275,0.034151,0.000844,0.000147,-0.008650,0.000889,0.000691,0.004839,0.000010,0.000826,0.136153,-0.001233,0.004453,-0.005077,0.001167,-0.000744,-0.001775,-0.001350,0.000914,0.003812,0.002448,0.002129,0.000463,0.000009,0.000005,0.000016,0.000004,-0.000825,0.000011,0.000047,0.000007,0.000036,0.000047,0.000028,0.000016,-0.000215,0.028136,0.002368,0.411181,0.032799,0.023143,0.323871,0.016631,0.072986,2.380672,0.415671,0.284010,0.262785,0.222251,0.193531,0.181116,0.207768,0.170229,0.182532,0.165796,0.164635,0.167626,0.002451,0.001257,0.032624,0.002467,0.013338,0.002136,0.050038,0.001856,0.001701,0.002836,0.014799,0.001635,0.012118,0.026434,0.002959,0.540624,0.029864,0.022855,0.332507,0.023828,0.074010,2.123770,0.491192,0.350860,0.347052,0.278083,0.280384,0.255269,0.265740,0.222505,0.227310,0.218477,0.223133,0.230996,0.003348,0.001799,0.036954,0.003239,0.012323,0.002540,0.060628,0.002752,0.002170,0.003354,0.017673,0.002319,0.014945,Axe
0.097928,0.001765,3.099381,0.201511,0.208098,0.698775,0.003178,0.127427,-29.780092,2.165919,0.209823,0.741118,0.428223,0.128955,0.193039,-0.209916,0.005991,0.118212,-0.128152,-0.086821,-0.217030,0.021320,0.001492,0.032040,0.016380,0.061918,0.004902,0.016166,0.003047,0.004040,0.018933,0.024312,0.003663,0.021565,-0.000026,0.000001,0.002151,-0.000078,-0.000277,0.002263,0.000027,0.000091,0.013973,-0.007741,0.007247,-0.002669,0.001806,-0.000763,0.002416,0.002082,0.003045,0.000275,-0.000001,0.001617,-0.000610,0.000008,-0.000003,0.000193,-0.000525,-0.000220,-0.000111,0.000126,-0.000020,0.000000,0.000288,0.000059,0.000000,-0.000027,0.042139,0.004356,0.125506,0.028668,0.023553,0.449802,0.001542,0.111254,1.399741,0.685253,0.470424,0.244494,0.192652,0.162899,0.164031,0.160340,0.138213,0.147077,0.158510,0.141339,0.153199,0.019267,0.001163,0.022750,0.014189,0.034301,0.004965,0.010259,0.003362,0.003469,0.015187,0.020539,0.004345,0.008309,0.034893,0.004817,0.170940,0.020342,0.015287,0.324589,0.001838,0.092584,0.881159,0.507886,0.315901,0.225360,0.255131,0.201982,0.225848,0.204305,0.186990,0.186749,0.178850,0.169129,0.205013,0.023920,0.001635,0.031294,0.017172,0.039248,0.006999,0.011355,0.003556,0.004543,0.019202,0.027775,0.004851,0.008284,Axe
