@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {chainsaw,Axe,not}

@DATA
0.140392,0.009542,2.946669,0.165307,0.110650,1.021070,0.002456,0.194478,-29.346098,-2.350329,-0.139632,-0.225053,0.076581,0.011550,-0.226712,-0.004712,-0.222020,-0.352931,0.006197,0.101311,-0.203148,0.003170,0.003065,0.003628,0.003006,0.003216,0.003540,0.003146,0.002001,0.001505,0.002735,0.003771,0.003901,0.002554,0.000188,0.000004,0.000150,0.000029,-0.000256,-0.000569,0.000009,0.000109,-0.001764,-0.007427,0.005209,0.002815,0.002741,-0.000100,-0.004088,-0.001244,-0.000568,-0.000260,-0.000498,-0.001321,-0.002609,-0.000007,0.000008,-0.000013,-0.000000,-0.000035,-0.000001,-0.000033,-0.000005,-0.000048,0.000036,-0.000018,-0.000071,-0.000010,0.012244,0.006463,0.331899,0.013722,0.020636,0.141026,0.000509,0.021685,1.482752,0.540436,0.421654,0.273653,0.231968,0.196647,0.199456,0.180227,0.188889,0.174602,0.174469,0.168706,0.166689,0.002285,0.002944,0.003434,0.002763,0.002614,0.003001,0.002708,0.001383,0.001173,0.002007,0.002940,0.002857,0.001435,0.012013,0.005104,0.410854,0.016306,0.024897,0.160783,0.000626,0.027990,1.079908,0.558977,0.366701,0.298070,0.248734,0.245076,0.209663,0.237624,0.235335,0.235766,0.228077,0.223943,0.202407,0.002959,0.004155,0.004614,0.003725,0.003641,0.004255,0.003829,0.001909,0.001625,0.002746,0.003839,0.003838,0.001875,chainsaw
0.061988,0.099403,3.305145,0.133150,0.139009,0.536872,0.001740,0.089111,-22.087276,-0.169515,-1.464713,-0.548653,0.544167,0.065224,-0.307710,0.058909,-0.072694,0.001850,0.104614,0.230128,-0.113477,0.009538,0.001374,0.014364,0.011184,0.016384,0.001804,0.001868,0.006822,0.036168,0.003322,0.001829,0.005354,0.019421,0.000195,-0.000064,-0.000205,0.000105,0.000361,0.000533,0.000010,0.000132,0.013201,0.010052,0.000428,0.002160,-0.000380,-0.001750,0.001116,0.002625,0.000971,-0.000711,0.005244,0.002674,-0.001305,-0.000006,-0.000000,0.000071,0.000257,-0.000849,0.000046,-0.000007,0.000023,0.000502,-0.000018,-0.000006,0.000052,-0.000093,0.006953,0.007020,0.006239,0.012747,0.025057,0.068704,0.001289,0.013490,0.402578,0.426058,0.218959,0.233062,0.194569,0.186342,0.188719,0.223120,0.236031,0.171144,0.175881,0.136492,0.154258,0.009456,0.000900,0.015475,0.009933,0.010974,0.001463,0.001244,0.006208,0.024264,0.001643,0.000900,0.003706,0.007109,0.005492,0.006344,0.008113,0.016589,0.032325,0.049440,0.001950,0.010387,0.375911,0.347958,0.258006,0.244053,0.218177,0.197495,0.222531,0.267877,0.288413,0.212204,0.211884,0.175969,0.192644,0.005704,0.001184,0.012892,0.007217,0.004318,0.001147,0.001343,0.004676,0.013008,0.001458,0.000997,0.003401,0.005093,chainsaw
0.083122,0.029468,2.917089,0.154584,0.166329,0.788321,0.006587,0.142164,-23.801610,1.692174,0.013925,-0.199753,-0.413081,0.005976,0.029552,-0.205903,-0.117479,0.144369,-0.133328,-0.067392,-0.050123,0.016838,0.004913,0.024910,0.013083,0.020457,0.011766,0.033392,0.003872,0.009372,0.016236,0.025085,0.006372,0.017961,-0.000381,0.000081,-0.000739,-0.000374,-0.000002,-0.005931,0.000039,-0.001234,-0.001377,0.008739,0.004680,0.003659,0.001515,0.005606,0.003460,0.003567,0.002283,0.003632,0.002857,0.001138,-0.001401,0.000155,-0.000026,-0.000059,-0.000192,0.000086,-0.000007,0.000588,-0.000022,-0.000067,0.000011,0.000019,0.000009,0.000122,0.051186,0.022829,0.311264,0.048904,0.019629,0.600539,0.004216,0.117383,1.289025,0.749162,0.569621,0.365714,0.366740,0.328883,0.257967,0.223610,0.227398,0.216326,0.190318,0.158099,0.162522,0.019320,0.004475,0.026162,0.013936,0.017275,0.011157,0.033075,0.004314,0.007570,0.015151,0.021968,0.005819,0.010043,0.055485,0.022753,0.454442,0.061702,0.027530,0.713885,0.004635,0.141312,1.220312,0.717280,0.542770,0.433654,0.390373,0.342726,0.291409,0.263639,0.263240,0.233709,0.249856,0.203312,0.203141,0.023573,0.005535,0.031095,0.017748,0.020581,0.014340,0.033841,0.005540,0.010719,0.020516,0.025448,0.007785,0.009593,chainsaw
0.061125,0.137436,3.273419,0.106660,0.122925,0.573420,0.003648,0.107446,-20.512224,0.853511,-0.664652,0.106713,0.674526,0.578871,0.191619,-0.040263,-0.144508,0.128390,0.050583,-0.165305,-0.111791,0.005791,0.003776,0.008721,0.004646,0.008736,0.008775,0.036310,0.010164,0.012561,0.037050,0.020171,0.005769,0.018939,-0.000059,-0.000317,-0.000118,0.000114,0.000184,-0.000228,0.000011,-0.000073,-0.002725,-0.003661,-0.003622,-0.001854,-0.001499,0.000205,0.001780,0.003638,0.000850,-0.001219,-0.000196,0.000910,-0.001431,-0.000038,-0.000001,0.000071,-0.000017,0.000009,0.000001,0.000003,0.000129,-0.000068,0.000211,-0.000359,0.000029,-0.000018,0.006830,0.031001,0.025133,0.013761,0.026247,0.087395,0.001588,0.019238,0.447937,0.333528,0.232686,0.174253,0.171693,0.175549,0.185564,0.175678,0.199640,0.167258,0.171201,0.164195,0.135667,0.004405,0.004453,0.007298,0.003817,0.008530,0.008634,0.023995,0.012308,0.014214,0.023069,0.017147,0.007098,0.004493,0.007668,0.022939,0.033397,0.017066,0.033775,0.090952,0.001799,0.020160,0.337854,0.352594,0.254919,0.209071,0.200111,0.222312,0.188014,0.196011,0.207348,0.200192,0.198728,0.196629,0.169867,0.005201,0.005407,0.007843,0.004439,0.009116,0.010382,0.022800,0.016734,0.017154,0.017559,0.015311,0.009496,0.005287,chainsaw
0.162273,0.004587,3.008941,0.228944,0.202455,1.499131,0.003121,0.297074,-26.308354,0.843998,0.121831,0.004463,0.419347,0.030176,-0.072138,0.139250,-0.006872,0.220972,-0.107002,0.005632,-0.001845,0.008124,0.003426,0.019547,0.007959,0.018354,0.007072,0.026490,0.004466,0.007652,0.010437,0.016807,0.004551,0.011885,-0.000467,-0.000029,-0.001015,-0.000613,-0.000358,-0.004335,0.000099,-0.001289,-0.007980,0.001976,0.000340,-0.005555,-0.006032,0.001102,-0.000069,0.000955,-0.001297,-0.006059,-0.002787,0.001943,0.001506,0.000001,0.000016,0.000002,0.000032,0.000194,0.000097,-0.000079,-0.000042,-0.000073,-0.000056,-0.000009,-0.000022,0.000040,0.055340,0.003675,0.290938,0.047940,0.020025,0.481476,0.001734,0.144508,1.269070,0.727600,0.479224,0.353565,0.300242,0.262368,0.225701,0.242176,0.219496,0.230513,0.211933,0.239144,0.202899,0.007405,0.002864,0.014326,0.006642,0.015793,0.006471,0.021942,0.006622,0.008299,0.008784,0.012079,0.004100,0.006712,0.047895,0.003372,0.356731,0.046710,0.023710,0.459144,0.001513,0.153307,1.153651,0.667868,0.392546,0.348331,0.336977,0.312236,0.267019,0.285622,0.233697,0.245641,0.258988,0.253166,0.244716,0.010040,0.003797,0.016209,0.008400,0.018068,0.008859,0.026231,0.008998,0.010365,0.011032,0.014907,0.005185,0.007065,chainsaw
0.339764,0.021002,3.226597,0.311557,0.166979,2.331297,0.001154,0.498480,-26.070649,-0.774297,-0.877418,-0.325667,-0.210457,-0.310589,0.025139,0.021617,0.157446,0.014126,0.209681,-0.003597,-0.074795,0.002200,0.002376,0.001873,0.002113,0.002720,0.002668,0.002865,0.001633,0.003022,0.002583,0.003210,0.002567,0.001457,-0.000163,0.000205,-0.000018,-0.000110,0.000017,0.000221,0.000005,-0.000200,0.022721,0.001277,0.004130,0.004565,0.002071,0.001106,0.000753,-0.000535,0.001604,0.000720,0.000461,-0.001603,0.001159,0.000028,-0.000002,0.000002,-0.000007,0.000010,-0.000007,0.000003,0.000007,0.000006,-0.000002,0.000004,0.000012,0.000002,0.022677,0.003423,0.058602,0.015076,0.006124,0.129320,0.000159,0.014795,0.703517,0.576390,0.319768,0.249198,0.212995,0.174048,0.155325,0.165119,0.157702,0.168828,0.155357,0.164975,0.158332,0.001815,0.001722,0.001259,0.001400,0.001719,0.001646,0.002199,0.001040,0.001975,0.001788,0.002667,0.002297,0.000811,0.023216,0.003066,0.082844,0.014598,0.007183,0.140909,0.000183,0.016481,0.576321,0.506408,0.346525,0.300893,0.278890,0.208568,0.223632,0.225066,0.229988,0.218626,0.194418,0.210534,0.203846,0.002106,0.002098,0.001510,0.001839,0.002196,0.002156,0.002745,0.001461,0.002315,0.002095,0.003468,0.002689,0.000938,chainsaw
0.122464,0.038157,3.252865,0.201299,0.174859,1.048404,0.002155,0.248966,-23.210401,1.968352,-0.310285,-0.415780,0.240106,0.173683,0.050898,-0.184700,-0.182809,-0.005893,0.083339,0.005989,-0.051792,0.018758,0.001598,0.012755,0.009807,0.015170,0.007952,0.017790,0.008005,0.026236,0.011583,0.024563,0.004405,0.021054,0.000574,0.000196,0.000686,0.000731,0.000298,0.005152,0.000006,0.001461,0.011212,-0.003569,-0.002792,-0.005234,-0.000357,0.001255,0.000291,-0.002653,0.001746,-0.000412,-0.001379,-0.000452,-0.002055,-0.000007,-0.000002,-0.000163,-0.000002,0.000020,0.000020,-0.001400,0.000001,0.000004,0.000058,0.000251,-0.000010,-0.000277,0.024137,0.010745,0.050260,0.016657,0.010323,0.230311,0.001109,0.038834,0.582586,0.242590,0.253302,0.225313,0.229158,0.215591,0.205465,0.233488,0.211020,0.214561,0.217381,0.180951,0.185883,0.015686,0.001249,0.008648,0.008103,0.015863,0.007646,0.017914,0.010693,0.023791,0.008338,0.022735,0.004193,0.009037,0.019622,0.007858,0.064098,0.014382,0.012631,0.174942,0.001351,0.028560,0.531494,0.274850,0.264486,0.255053,0.249153,0.210954,0.204893,0.254917,0.249770,0.220702,0.231898,0.203675,0.185784,0.013421,0.001707,0.009373,0.007859,0.011568,0.009548,0.016015,0.013138,0.021520,0.008965,0.015549,0.004027,0.009310,chainsaw
0.073124,0.144446,3.169687,0.116830,0.122697,0.750843,0.004755,0.114310,-24.185580,0.602265,0.227902,0.269642,-0.158185,0.174532,-0.306380,0.023984,0.031438,-0.013256,-0.022806,-0.087040,0.035685,0.008063,0.003569,0.013316,0.008649,0.055161,0.008141,0.013058,0.001769,0.004847,0.007218,0.010124,0.003201,0.019178,-0.000495,-0.002031,-0.000552,-0.000462,-0.000134,-0.006749,0.000018,-0.000762,-0.052982,0.010219,-0.007820,-0.000458,0.004223,0.001349,0.006600,-0.002117,-0.002167,0.002196,-0.002869,-0.002390,0.000112,-0.000005,-0.000055,-0.000002,-0.000005,0.000522,0.000053,0.000028,0.000009,0.000028,-0.000042,-0.000035,0.000006,0.000126,0.016615,0.015794,0.094800,0.013699,0.022652,0.142392,0.002704,0.028720,0.907117,0.325484,0.347993,0.251175,0.277569,0.219299,0.229832,0.186164,0.188455,0.197308,0.187032,0.170299,0.167076,0.007428,0.003303,0.011543,0.009000,0.024921,0.007937,0.009775,0.002777,0.004207,0.007101,0.007494,0.004242,0.005822,0.016119,0.013172,0.124371,0.016189,0.027896,0.154991,0.003859,0.029086,0.668324,0.340653,0.329359,0.303871,0.316732,0.250316,0.258960,0.221290,0.227665,0.231148,0.211965,0.217818,0.210511,0.008918,0.003766,0.014182,0.009971,0.023687,0.010186,0.011744,0.003844,0.005264,0.007759,0.009880,0.005705,0.005598,chainsaw
0.071785,0.031793,3.149295,0.114581,0.121410,0.701476,0.002390,0.117278,-21.949437,1.126272,0.193343,0.540625,-0.456443,0.197995,-0.179095,-0.236302,-0.318154,-0.201992,-0.193988,-0.058405,0.010259,0.056976,0.007933,0.017183,0.015303,0.017462,0.009437,0.013592,0.003055,0.007129,0.011999,0.013307,0.003630,0.017162,0.000107,0.000021,-0.000172,0.000179,0.000210,0.001856,0.000011,0.000163,0.003808,-0.001582,0.005874,0.000413,-0.002929,-0.001937,0.006587,0.004532,-0.002866,0.002990,0.001973,-0.003407,-0.000940,0.000136,-0.000136,-0.000012,0.000077,-0.000174,-0.000064,0.000107,0.000005,-0.000134,0.000031,-0.000047,-0.000010,0.000026,0.008857,0.006442,0.070917,0.010161,0.020507,0.129522,0.000655,0.018998,0.410509,0.216295,0.174444,0.172845,0.144147,0.164787,0.176440,0.170853,0.154901,0.138129,0.121682,0.133463,0.127431,0.024439,0.004066,0.009583,0.008528,0.008116,0.005283,0.006427,0.001962,0.005053,0.006120,0.007477,0.002113,0.006257,0.010937,0.007651,0.101040,0.013939,0.028326,0.149229,0.000732,0.024876,0.496158,0.257860,0.208925,0.211195,0.180727,0.235417,0.221108,0.208188,0.178624,0.186318,0.167503,0.155819,0.146085,0.030751,0.004673,0.012991,0.012453,0.009933,0.007766,0.008971,0.002655,0.007254,0.008346,0.010708,0.002948,0.007978,chainsaw
0.079689,0.035220,3.143170,0.192921,0.200259,0.988653,0.001985,0.142908,-22.284369,0.864909,-0.103467,-0.121511,-0.042527,0.157730,0.263277,-0.114451,-0.272202,-0.082575,-0.186464,-0.019738,-0.440871,0.044390,0.002220,0.012029,0.008488,0.010941,0.014199,0.012220,0.006244,0.007087,0.011085,0.026318,0.009020,0.017596,0.000104,0.000043,0.000356,0.000185,0.000054,0.002953,0.000010,0.000549,-0.002789,-0.006804,-0.000406,-0.001021,0.001246,0.002285,-0.001042,-0.002067,-0.000990,-0.002321,-0.000949,0.002651,-0.000642,-0.000013,-0.000007,-0.000042,-0.000041,0.000024,-0.000028,-0.000006,0.000001,-0.000300,0.000068,0.000031,-0.000021,-0.000047,0.012570,0.007060,0.076704,0.010138,0.006647,0.170740,0.000658,0.030691,0.322105,0.390675,0.186383,0.198136,0.216031,0.229126,0.191166,0.174462,0.145772,0.151644,0.154351,0.154229,0.131487,0.022130,0.001657,0.006184,0.006177,0.008133,0.010768,0.009714,0.007203,0.007001,0.007644,0.017022,0.005802,0.004684,0.011428,0.006609,0.079039,0.008591,0.008252,0.119012,0.000639,0.023587,0.306843,0.260201,0.186643,0.211177,0.270779,0.245712,0.235908,0.220384,0.206261,0.187542,0.168088,0.177872,0.154999,0.017703,0.001979,0.007337,0.007655,0.010013,0.012495,0.011332,0.008665,0.008815,0.008725,0.015151,0.004206,0.004627,chainsaw
0.106012,0.056025,3.261250,0.143876,0.118384,1.319992,0.002174,0.186039,-22.979386,0.452827,1.637069,-0.012789,0.713092,0.302340,0.288560,0.054287,-0.052270,0.219229,-0.051983,0.180871,-0.133711,0.004047,0.001096,0.022887,0.001827,0.032072,0.005378,0.045977,0.004674,0.003606,0.003884,0.003954,0.000969,0.020479,0.000059,-0.000185,0.000268,0.000112,0.000241,0.000719,0.000013,0.000204,-0.002515,0.002059,-0.000207,-0.003593,-0.002272,0.001776,0.000249,-0.000643,0.001591,0.000412,-0.000394,0.002109,0.000327,0.000003,0.000003,0.000157,-0.000013,-0.000093,-0.000005,0.000000,-0.000012,0.000005,-0.000026,0.000011,0.000005,-0.000006,0.008048,0.007021,0.028294,0.012360,0.023323,0.051181,0.000684,0.015390,0.265204,0.208642,0.165849,0.198840,0.164086,0.150394,0.146705,0.133508,0.131517,0.121921,0.129199,0.130624,0.118348,0.002377,0.000792,0.009537,0.001188,0.015702,0.003587,0.014251,0.004118,0.003045,0.001774,0.001853,0.000581,0.003089,0.007955,0.005750,0.036452,0.015311,0.028696,0.056146,0.000949,0.017455,0.250964,0.201969,0.177496,0.212255,0.211524,0.206014,0.175461,0.167519,0.148683,0.181656,0.176225,0.172102,0.164011,0.001505,0.000986,0.006225,0.001431,0.008697,0.004007,0.007339,0.005374,0.004066,0.001565,0.001655,0.000683,0.002710,chainsaw
0.065610,0.026197,3.144254,0.144031,0.170645,0.473622,0.003555,0.096434,-22.977612,2.267978,-0.101966,0.161166,-0.057924,-0.063299,-0.451174,-0.275307,-0.056444,-0.092336,0.050133,0.018947,0.008263,0.015332,0.003951,0.019846,0.016471,0.025332,0.023780,0.067926,0.002497,0.014766,0.011564,0.016349,0.007671,0.022211,0.000533,-0.000253,0.000286,0.000476,0.000085,0.005081,0.000010,0.001375,-0.006899,-0.005042,-0.001536,0.000013,0.002158,-0.000465,-0.000060,0.000462,-0.001259,-0.000792,-0.000184,0.000310,-0.000681,0.000154,0.000004,0.000013,-0.000007,-0.000239,0.000085,-0.000550,0.000001,0.000092,-0.000042,0.000098,0.000071,-0.000096,0.016938,0.009578,0.082392,0.017497,0.012212,0.165228,0.001145,0.037635,0.567763,0.317965,0.180419,0.179094,0.175271,0.160323,0.155659,0.148572,0.163561,0.129367,0.151831,0.139173,0.137693,0.010625,0.002591,0.012052,0.012282,0.020499,0.018407,0.021970,0.002520,0.011497,0.008089,0.008766,0.006750,0.005017,0.014860,0.010044,0.106382,0.015324,0.015974,0.137022,0.001339,0.032595,0.424963,0.321943,0.241236,0.219657,0.216168,0.201114,0.213107,0.197142,0.228831,0.163664,0.197726,0.193723,0.189395,0.015361,0.003631,0.016894,0.017041,0.029430,0.026566,0.027473,0.003627,0.014414,0.011667,0.011998,0.009043,0.006599,chainsaw
0.249503,0.021064,3.238747,0.275016,0.189848,2.114039,0.001146,0.447033,-25.968763,-1.137101,0.075119,0.235534,0.048658,0.170420,0.014762,-0.443113,-0.024168,0.089377,-0.053821,0.137600,0.101227,0.004569,0.002054,0.007503,0.003028,0.004872,0.003873,0.004644,0.002708,0.003788,0.005657,0.003457,0.002431,0.003489,0.000136,0.000048,0.000018,0.000040,-0.000121,0.000902,0.000005,-0.000050,0.013332,-0.004668,-0.001073,-0.002601,-0.000585,-0.000846,-0.001989,0.001020,0.002148,-0.001152,-0.000085,-0.000296,-0.002544,0.000011,0.000008,-0.000014,-0.000010,-0.000044,-0.000004,-0.000019,0.000001,-0.000009,-0.000023,-0.000011,-0.000005,-0.000009,0.025520,0.007615,0.131618,0.016454,0.007437,0.155352,0.000185,0.045098,0.584207,0.352066,0.231352,0.225758,0.193051,0.192306,0.176757,0.188434,0.159937,0.167328,0.169619,0.185772,0.173026,0.003524,0.001396,0.005815,0.003468,0.003166,0.002738,0.002866,0.001472,0.002243,0.003946,0.001779,0.001498,0.001634,0.023215,0.006736,0.156560,0.013968,0.007789,0.134911,0.000219,0.034536,0.504929,0.366194,0.257670,0.267247,0.247218,0.245246,0.230099,0.241648,0.225092,0.220858,0.220758,0.238889,0.214386,0.003493,0.001944,0.005749,0.004627,0.003192,0.003013,0.003411,0.002101,0.002880,0.005389,0.002364,0.001993,0.001905,chainsaw
0.084326,0.006739,2.863205,0.160523,0.173918,0.738480,0.007458,0.117309,-29.209820,1.821442,0.367307,0.172647,0.050674,0.152351,-0.021911,0.015291,0.013415,-0.010066,-0.057698,0.072842,-0.035049,0.010211,0.003965,0.041969,0.008241,0.026676,0.009056,0.064343,0.001814,0.005770,0.012064,0.027713,0.003775,0.025810,0.000520,0.000007,0.001704,0.000428,-0.000035,0.006753,0.000008,0.001016,0.011918,-0.010989,-0.000231,-0.002303,0.000030,0.000255,0.003439,-0.001129,-0.000792,-0.000680,-0.000333,-0.000244,-0.000041,-0.000305,0.000039,-0.000286,0.000017,0.000089,0.000097,-0.000004,0.000004,-0.000019,0.000004,-0.000263,-0.000020,-0.000091,0.047278,0.011440,0.353748,0.045682,0.028729,0.430113,0.005349,0.082912,2.799138,0.802079,0.593639,0.376935,0.337953,0.262882,0.262666,0.256384,0.199888,0.226605,0.184593,0.185878,0.162598,0.011385,0.004798,0.033598,0.007738,0.022021,0.008142,0.057464,0.001911,0.006035,0.011099,0.024297,0.003223,0.015026,0.047619,0.011746,0.513501,0.044631,0.029537,0.434053,0.006567,0.083507,2.389192,0.844230,0.598317,0.410630,0.366587,0.305869,0.295637,0.315695,0.254443,0.264786,0.239813,0.233148,0.221032,0.014359,0.006620,0.039336,0.010459,0.025591,0.011010,0.063968,0.002546,0.007677,0.013828,0.028469,0.004317,0.016847,chainsaw
0.072681,0.008107,2.770896,0.155470,0.175810,0.806871,0.006440,0.153212,-25.457158,1.680195,0.212640,0.186188,-0.109804,0.206304,-0.090177,-0.094509,-0.101429,-0.009680,0.142977,0.179029,0.075111,0.007428,0.003899,0.049478,0.008348,0.020287,0.012695,0.064929,0.003584,0.008093,0.010734,0.027831,0.002681,0.024236,0.000293,-0.000030,-0.000383,0.000482,0.000319,0.004023,0.000005,0.000803,-0.001549,0.003849,-0.000989,-0.004711,-0.004657,-0.000370,-0.001520,0.000273,-0.002255,-0.000949,-0.001713,-0.000980,0.002525,-0.000013,0.000011,-0.000187,0.000048,-0.000018,-0.000010,-0.000064,0.000019,0.000054,-0.000011,0.000012,0.000012,-0.000035,0.025663,0.006117,0.313991,0.038457,0.021163,0.429475,0.003813,0.091451,1.635450,0.625739,0.348401,0.272497,0.260837,0.208392,0.181181,0.163117,0.160264,0.159450,0.154810,0.154181,0.143012,0.005317,0.002585,0.034182,0.006463,0.013771,0.011499,0.041723,0.003108,0.006909,0.007469,0.018234,0.001988,0.011768,0.026062,0.006508,0.479726,0.049055,0.028860,0.548469,0.003835,0.122840,1.300287,0.554623,0.394271,0.299649,0.276395,0.233894,0.222518,0.227024,0.235322,0.206180,0.208885,0.207493,0.188712,0.007138,0.003347,0.043269,0.009047,0.019983,0.015623,0.055332,0.004154,0.009448,0.011456,0.026355,0.002424,0.012707,chainsaw
